,number_of_rooms,floor,area,latitude,longitude,price
688,4,8,125,,,898500
689,2,14,101,,,634179
690,3,1,55,38.52399065,68.74912566,532000
691,3,12,108,38.5615057,68.739065,828000
692,2,1,48,,,293000
693,2,9,50,38.52399065,68.74912566,460000
694,5,4,96,38.5615057,68.739065,790000
695,3,6,100,38.52874565,68.7448214,490000
696,4,17,140,38.5871679,68.7869964,650000
697,2,8,72,,,515000
698,3,13,50,,,515000
699,3,10,112,,,1100000
700,1,13,54,38.5832623,68.71074041,278000
701,1,3,64,38.5507163,68.8305472,330000
702,3,10,120,38.5871679,68.7869964,700000
703,2,11,76,38.5529778,68.8457359,432000
704,3,10,131,38.5623163,68.8307218,791350
705,1,16,56,38.5389415,68.76361309,229000
706,2,12,72,38.5644634,68.7598051,335000
707,2,2,57,38.52225355,68.74991794,467400
708,2,2,60,38.52399065,68.74912566,524400
709,5,4,97,,,909600
710,2,15,73,38.57248245,68.72973674,455000
711,5,6,153,,,1152549
712,2,11,83,,,561246
713,2,5,77,,,595056
714,5,4,121,,,953238
715,3,1,66,,,437360
716,3,11,99,38.5305762,68.7763022,630000
717,3,4,65,,,670000
718,5,7,139,,,1023040
719,2,10,97,,,671531
720,1,16,62,,,375550
721,5,17,149,,,839615
722,3,2,68,38.5615057,68.739065,440000
723,2,12,69,,,455469
724,1,15,69,,,428536
725,5,2,100,38.5305762,68.7763022,777000
726,2,12,83,38.5535382,68.8460789,493000
727,4,9,111,,,778665
728,6,17,203,,,1400700
729,6,4,155,,,1247750
730,2,11,82,38.58096865,68.79602633,820000
731,6,17,194,,,1338600
732,6,18,140,,,966000
733,6,18,140,,,966000
734,5,17,158,,,1090200
735,2,5,82,,,242000
736,2,8,77,38.5666857,68.80115682,325000
737,2,8,50,38.5540499,68.78854785,226000
738,4,13,104,,,669760
739,4,16,135,,,931500
740,2,4,59,38.5615057,68.739065,170000
741,3,5,114,38.5507163,68.8305472,786000
742,3,14,129,,,890100
743,2,1,50,38.5305762,68.7763022,230000
744,2,15,73,,,503700
745,2,9,40,38.5853222,68.71890382,320000
746,2,15,74,,,510600
747,2,10,71,38.57248245,68.72973674,481735
748,1,2,32,38.5615057,68.739065,280000
749,1,16,52,,,358800
750,1,6,44,38.5631138,68.7919442,312000
751,1,0,32,,,130000
752,2,3,75,,,603750
753,6,17,169,,,1166100
754,5,12,159,,,1056873
755,3,15,122,38.5737759,68.8016005,675000
756,3,9,104,38.5215622,68.74921245,587000
757,2,13,87,38.5736713,68.7948765,644000
758,2,11,77,,,513000
759,2,15,88,38.4881522,68.7153354,435000
760,6,11,193,,,1287310
761,6,15,167,,,988660
762,4,8,105,,,754688
763,4,10,180,38.5871679,68.7869964,1790000
764,1,4,56,,,438478
765,2,14,71,,,445809
766,2,7,50,,,205000
767,2,6,93,,,703731
768,2,10,67,,,463841
769,1,3,40,,,165000
770,6,13,195,,,1233375
771,1,9,66,,,468522
772,1,5,64,,,492189
773,2,4,64,38.5829199,68.7185395,427000
774,6,18,201,,,1386900
775,6,10,179,,,1214515
776,3,6,131,38.5631138,68.7919442,860000
777,2,1,60,38.52874565,68.7448214,468000
778,2,2,49,,,320000
779,6,18,192,,,1324800
780,6,14,198,,,1366200
781,5,18,153,,,1055700
782,5,7,137,,,1008320
783,2,1,60,38.54670385,68.74736905,454000
784,2,5,86,38.5853222,68.71890382,535000
785,4,17,133,,,917700
786,2,1,55,,,380000
787,1,1,40,38.5215622,68.74921245,275000
788,3,3,109,38.4881522,68.7153354,1257300
789,2,5,65,38.5853222,68.71890382,472000
790,2,9,61,38.58495025,68.76348722,600000
791,2,6,71,38.528353,68.7378714,400000
792,3,4,95,,,764750
793,2,12,66,38.5179059,68.7617676,339000
794,3,15,127,,,876300
795,4,4,112,38.5707484,68.7886955,1380000
796,2,8,50,38.5112209,68.73803769,340000
797,2,16,73,,,503700
798,1,9,40,,,159999
799,2,16,72,,,496800
800,1,12,50,38.5853222,68.71890382,360000
801,3,7,139,,,1023040
802,4,1,64,38.52171765,68.74869762,520000
803,2,9,111,,,786324
804,6,12,179,38.5688829,68.7908893,1189813
805,3,6,131,,,1643000
806,3,12,126,,,1293000
807,3,8,101,,,612800
808,1,5,49,,,505000
809,2,11,113,,,764106
810,3,5,91,38.53258295,68.73744528,650000
811,6,16,153,,,888624
812,6,14,151,,,929103
813,6,17,199,,,1121365
814,2,10,67,38.5707484,68.7886955,540000
815,2,3,58,,,445000
816,6,13,165,,,1043625
817,2,16,51,38.4881522,68.7153354,465000
818,2,6,63,38.5615057,68.739065,402500
819,4,2,130,38.52399065,68.74912566,1305000
820,4,4,121,,,953233
821,6,10,117,,,1211204
822,1,2,34,38.5635832,68.7537962,295000
823,5,3,135,,,1086750
824,2,8,75,38.5112209,68.73803769,273999
825,1,11,55,38.5853222,68.71890382,115000
826,3,8,125,,,898438
827,1,6,49,38.5507163,68.8305472,365000
828,6,6,173,,,1193700
829,3,8,76,38.5305762,68.7763022,587000
830,6,14,199,,,1373100
831,4,3,100,38.5305762,68.7763022,720000
832,4,8,90,,,659000
833,2,4,48,38.5305762,68.7763022,245000
834,6,14,190,38.5688829,68.7908893,1311000
835,1,9,60,38.5808758,68.785979,372000
836,6,10,193,,,1309505
837,6,15,196,,,1352400
838,5,14,148,,,1021200
839,4,18,131,,,903900
840,2,5,47,38.5885533,68.7787884,280000
841,1,3,31,38.50599805,68.75511569,195000
842,4,7,139,,,1023040
843,2,5,53,38.54557415,68.82363702,459000
844,3,16,125,38.5636739,68.7873395,862500
845,4,4,80,,,593000
846,3,10,118,,,735000
847,1,12,72,38.54557415,68.82363702,410000
848,2,4,85,,,684250
849,2,1,65,38.5507163,68.8305472,405000
850,2,2,38,38.5305762,68.7763022,437000
851,2,2,78,,,500000
852,2,2,35,38.5215379,68.9470882,205740
853,3,4,70,38.5507163,68.8305472,400000
854,2,6,45,38.5615057,68.739065,167000
855,2,4,48,38.5305762,68.7763022,290000
856,2,1,48,38.5305762,68.7763022,201000
857,2,1,55,38.5305762,68.7763022,180000
858,3,5,68,38.525688,68.74927034,550000
859,1,7,63,38.52225355,68.74991794,373000
860,1,2,30,38.5305762,68.7763022,155000
861,2,1,50,38.5305762,68.7763022,240000
862,2,3,60,,,320000
863,1,6,58,38.5615057,68.739065,320000
864,3,6,94,38.5615057,68.739065,570000
865,3,10,112,38.5615057,68.739065,555000
866,1,5,41,38.5615057,68.739065,309150
867,2,4,50,,,280000
868,3,4,67,38.5305762,68.7763022,468000
869,1,12,44,38.5871679,68.7869964,240000
870,3,3,132,38.54557415,68.82363702,1200000
871,2,14,96,38.58227975,68.76266008,495000
872,2,14,96,,,520000
873,2,9,75,38.55014405,68.76102166,470000
874,2,14,77,,,522000
875,1,10,67,38.5659731,68.7913894,386000
876,3,12,170,38.54670385,68.74736905,1704000
877,2,8,74,38.52399065,68.74912566,660000
878,2,10,50,38.58495025,68.76348722,660000
879,1,8,42,38.55014405,68.76102166,310000
880,4,7,110,38.5902908,68.73696025,960000
881,1,10,48,38.563966,68.7969471,350000
882,3,13,86,38.5635832,68.7537962,595000
883,4,8,96,,,1100000
884,3,2,64,38.5832623,68.71074041,550000
885,1,3,50,,,190000
886,1,1,30,38.528353,68.7378714,308000
887,2,4,38,,,350000
888,2,1,53,38.5112209,68.73803769,350000
889,2,2,48,38.5305762,68.7763022,365000
890,1,3,35,38.5305762,68.7763022,265000
891,4,6,135,,,1200000
892,3,4,116,,,1299000
893,2,14,55,38.54670385,68.74736905,305100
894,5,4,100,,,700000
895,3,9,76,38.5112209,68.73803769,343000
896,2,4,90,,,843600
897,5,3,100,38.5615057,68.739065,866400
898,6,3,220,38.52225355,68.74991794,1590000
899,6,3,220,,,1590000
900,1,7,38,38.5635832,68.7537962,290000
901,3,11,86,38.5737759,68.8016005,970000
902,2,4,52,38.5683072,68.7866566,310000
903,4,7,100,,,581400
904,2,6,48,38.5615057,68.739065,400000
905,2,11,80,38.5507163,68.8305472,610000
906,1,9,50,,,330000
907,2,9,54,38.5305762,68.7763022,380000
908,3,2,118,38.5234594,68.74951586,1290000
909,4,7,94,,,910000
910,4,1,90,38.5849938,68.7245146,600000
911,3,7,80,38.54670385,68.74736905,737000
912,4,7,96,38.5187339,68.7609009,1017325
913,3,2,107,,,295000
914,2,14,49,38.5615057,68.739065,370000
915,2,2,72,38.5858337,68.793715,200000
916,3,15,77,38.53839425,68.75472502,449000
917,1,8,37,38.52874565,68.7448214,330000
918,3,3,60,38.5615057,68.739065,536000
919,2,14,48,38.5640864,68.7852224,300000
920,2,2,48,38.5305762,68.7763022,220000
921,2,11,52,,,741000
922,2,3,78,38.5834656,68.7891768,620000
923,1,4,49,38.6009703,68.7684063,430000
924,2,1,44,,,470000
925,3,9,100,38.5615057,68.739065,600000
926,3,3,74,38.5507163,68.8305472,795000
927,2,5,78,38.5215622,68.74921245,500000
928,4,4,68,,,500000
929,3,0,65,38.5507163,68.8305472,342000
930,1,11,52,38.5871679,68.7869964,545000
931,3,8,110,38.5858337,68.793715,1068500
932,2,8,56,38.5615057,68.739065,330000
933,1,8,50,,,310005
934,5,2,145,38.54670385,68.74736905,1350005
935,3,1,66,38.5215622,68.74921245,445805
936,3,4,80,38.54670385,68.74736905,545705
937,2,4,72,38.5112209,68.73803769,386505
938,2,6,47,38.5112209,68.73803769,320000
939,2,6,70,38.5208346,68.74790775,510005
940,4,4,80,38.5849938,68.7245146,515000
941,2,4,60,38.54670385,68.74736905,400005
942,2,4,60,38.52225355,68.74991794,432000
943,4,4,110,38.5853222,68.71890382,625005
944,4,2,86,38.5234594,68.74951586,704905
945,1,1,80,38.5208346,68.74790775,573000
946,2,7,66,38.5871679,68.7869964,420000
947,2,6,75,38.52874565,68.7448214,460000
948,4,2,67,38.5215622,68.74921245,620000
949,2,6,48,38.5215622,68.74921245,380000
950,2,1,38,,,290000
951,2,4,52,,,377500
952,1,3,40,38.5635832,68.7537962,388000
953,1,1,26,,,238000
954,3,2,112,38.5832042,68.7544786,930000
955,1,2,38,,,296000
956,3,4,60,,,365000
957,3,3,106,38.5926721,68.743481,460000
958,2,12,75,38.5507163,68.8305472,439000
959,2,3,58,38.52225355,68.74991794,445000
960,3,1,79,,,599000
961,3,10,110,38.54557415,68.82363702,530000
962,1,3,28,38.52580575,68.73710438,320000
963,2,9,54,38.5621345,68.75583104,290000
964,2,10,115,38.5507163,68.8305472,667000
965,1,6,51,38.5305762,68.7763022,203000
966,4,5,123,,,994000
967,3,11,95,38.5305762,68.7763022,706000
968,3,16,82,38.5832623,68.71074041,510000
969,2,0,52,38.5832623,68.71074041,250000
970,4,6,162,38.5871679,68.7869964,1250000
971,2,3,78,38.52225355,68.74991794,490000
972,3,13,135,38.58495025,68.76348722,950000
973,1,14,56,38.55014405,68.76102166,265000
974,3,3,50,,,510000
975,1,6,46,38.57159655,68.76501267,415200
976,2,8,80,,,580000
977,1,4,47,38.5615057,68.739065,241110
978,2,11,75,38.5706843,68.7897228,500000
979,1,13,42,38.5575994,68.76368975,400000
980,1,11,41,38.5112209,68.73803769,163590
981,1,13,37,38.5112209,68.73803769,147630
982,1,8,47,38.5112209,68.73803769,214320
983,1,13,44,38.5112209,68.73803769,175560
984,1,4,49,38.5112209,68.73803769,251370
985,1,6,36,38.5112209,68.73803769,164160
986,1,2,36,38.5112209,68.73803769,184680
987,1,7,44,38.5112209,68.73803769,200640
988,1,8,36,38.5112209,68.73803769,164160
989,1,10,47,38.5112209,68.73803769,214320
990,2,11,96,38.5296206,68.7473963,496800
991,1,1,54,38.5853222,68.71890382,300000
992,1,9,41,38.5112209,68.73803769,186960
993,2,3,49,38.5615057,68.739065,456000
994,3,5,72,38.5615057,68.739065,575000
995,2,2,45,38.5305762,68.7763022,2015000
996,2,17,72,,,496800
997,1,18,50,,,345000
998,3,3,73,38.58569185,68.72512473,680000
999,6,10,147,,,997395
1000,4,6,123,,,926559
1001,2,3,135,,,1086750
1002,1,12,60,,,400200
1003,3,8,110,38.58495025,68.76348722,740000
1004,5,15,147,,,879060
1005,2,8,84,38.562076,68.7984058,968000
1006,3,9,123,,,926498
1007,4,7,139,,,1023040
1008,1,3,45,,,285000
1009,5,17,179,,,1008665
1010,1,13,53,,,344138
1011,3,5,137,,,1055585
1012,2,7,50,,,500000
1013,3,3,125,38.5615057,68.739065,1085000
1014,1,11,67,,,458850
1015,2,6,75,38.5305762,68.7763022,460000
1016,2,4,91,,,717899
1017,1,3,39,38.5305762,68.7763022,220000
1018,1,14,61,,,382663
1019,3,8,95,,,682813
1020,2,4,38,38.5871679,68.7869964,400000
1021,1,16,47,,,283952
1022,6,15,197,,,1359300
1023,1,11,59,,,540000
1024,2,4,78,38.52225355,68.74991794,695000
1025,2,3,48,38.5234594,68.74951586,440000
1026,6,15,188,,,1297200
1027,3,3,94,38.5858337,68.793715,850000
1028,3,7,90,,,650000
1029,6,16,194,,,1338600
1030,2,8,60,38.5296206,68.7473963,307800
1031,2,11,60,,,775000
1032,2,1,60,38.5507163,68.8305472,650000
1033,5,13,119,,,766360
1034,5,15,143,,,986700
1035,4,14,129,,,890100
1036,3,17,123,,,848700
1037,3,10,86,,,583510
1038,2,9,65,38.58495025,68.76348722,692000
1039,2,18,70,,,483000
1040,3,13,109,38.5305762,68.7763022,520000
1041,2,18,71,,,489900
1042,1,3,60,38.5296206,68.7473963,342000
1043,1,14,79,,,545100
1044,2,1,59,,,370000
1045,3,11,110,38.5858337,68.793715,1243000
1046,1,7,53,,,390080
1047,1,1,47,38.5296206,68.7473963,267900
1048,5,16,163,,,955995
1049,4,15,147,,,879060
1050,4,17,149,,,839615
1051,2,16,58,38.5296206,68.7473963,264480
1052,6,11,163,,,1087210
1053,5,4,50,,,1540000
1054,2,8,95,,,688275
1055,4,4,101,,,795628
1056,3,1,56,38.5615057,68.739065,450000
1057,2,3,48,,,250000
1058,5,14,161,,,990553
1059,3,1,75,38.5425835,68.81521424,512000
1060,1,9,52,38.5112209,68.73803769,239400
1061,5,13,175,,,1106875
1062,3,1,90,38.5425835,68.81521424,500000
1063,2,5,52,38.5112209,68.73803769,269325
1064,1,11,33,38.5615057,68.739065,131670
1065,2,11,71,38.5112209,68.73803769,280800
1066,1,3,37,38.5112209,68.73803769,188977
1067,1,3,49,38.5112209,68.73803769,251000
1068,2,2,65,,,655000
1069,1,11,37,38.5112209,68.73803769,146335
1070,2,5,107,,,826896
1071,2,8,64,38.5305762,68.7763022,344000
1072,3,1,90,38.5425835,68.81521424,500000
1073,1,5,36,38.5112209,68.73803769,184000
1074,1,5,41,38.5112209,68.73803769,209400
1075,4,6,103,,,775848
1076,6,12,149,,,968128
1077,2,9,81,,,577530
1078,1,1,50,,,290000
1079,1,1,27,38.52225355,68.74991794,310000
1080,1,1,30,38.5234594,68.74951586,350000
1081,4,3,115,,,925750
1082,1,10,59,,,409705
1083,3,5,80,,,558000
1084,2,1,107,38.5615057,68.739065,450000
1085,6,0,195,,,1345500
1086,3,4,63,,,467400
1087,6,16,186,,,1283400
1088,6,10,159,,,1078815
1089,3,8,110,38.5871679,68.7869964,2165888
1090,6,17,192,,,1324800
1091,2,11,75,38.5615057,68.739065,360000
1092,2,1,63,38.5208346,68.74790775,452000
1093,5,16,138,,,952200
1094,2,4,44,,,370000
1095,2,11,75,,,501600
1096,4,4,160,38.5559868,68.79811,1820000
1097,4,7,95,38.5853222,68.71890382,420000
1098,1,3,43,38.5871679,68.7869964,280000
1099,3,5,95,38.5305762,68.7763022,780000
1100,4,7,117,,,861120
1101,4,7,117,,,861120
1102,2,6,58,,,510000
1103,3,18,121,,,834900
1104,2,15,56,38.5838634,68.7419029,420000
1105,2,14,100,,,690000
1106,2,4,75,,,603750
1107,1,15,78,,,538200
1108,2,15,51,38.54670385,68.74736905,420000
1109,1,12,53,,,242000
1110,1,10,41,,,196000
1111,2,8,98,,,402000
1112,3,4,70,,,547000
1113,3,1,70,38.58527165,68.72827396,460000
1114,2,8,46,38.54557415,68.82363702,435000
1115,2,3,60,38.52225355,68.74991794,445000
1116,3,5,50,,,455000
1117,2,5,70,38.54557415,68.82363702,565000
1118,1,12,67,38.5507163,68.8305472,380000
1119,3,5,80,38.58527165,68.72827396,525000
1120,1,4,50,,,435000
1121,3,2,90,38.5931243,68.7783348,854000
1122,3,2,70,38.5425835,68.81521424,646000
1123,2,2,44,38.5305762,68.7763022,350000
1124,3,1,61,38.5305762,68.7763022,520000
1125,3,1,66,38.4881522,68.7153354,318000
1126,4,2,80,38.562076,68.7984058,670000
1127,3,5,56,38.5507163,68.8305472,380000
1128,2,10,67,38.5305762,68.7763022,450000
1129,2,14,88,38.5706843,68.7897228,628500
1130,2,4,60,38.5206214,68.77887008,300000
1131,2,11,72,38.562076,68.7984058,799999
1132,4,16,131,,,679000
1133,2,4,58,38.5853222,68.71890382,430000
1134,3,4,50,,,1000000
1135,1,4,32,38.5305762,68.7763022,170000
1136,1,1,27,38.5823233,68.74831405,230000
1137,1,8,44,,,315000
1138,3,11,118,38.5234594,68.74951586,550000
1139,3,17,140,,,568000
1140,4,4,75,,,270000
1141,1,17,44,38.5077678,68.7681578,125000
1142,1,3,44,38.5507163,68.8305472,170000
1143,1,3,40,,,165000
1144,2,1,48,,,255000
1145,3,15,106,38.4881522,68.7153354,1099000
1146,3,8,87,38.5507163,68.8305472,767000
1147,2,0,51,38.5208346,68.74790775,280000
1148,2,4,81,38.5507163,68.8305472,507870
1149,3,3,105,38.5507163,68.8305472,595875
1150,2,10,86,38.5858337,68.793715,1140000
1151,1,7,56,38.5077678,68.7681578,211000
1152,2,5,60,38.5849938,68.7245146,456000
1153,3,12,80,,,695400
1154,4,2,70,,,882000
1155,3,1,53,38.5849938,68.7245146,456000
1156,3,8,108,38.5707484,68.7886955,677000
1157,2,6,58,38.5112209,68.73803769,350000
1158,2,14,63,38.5208346,68.74790775,328500
1159,3,1,124,38.5507163,68.8305472,782000
1160,1,12,34,38.562076,68.7984058,330000
1161,1,11,50,38.5305762,68.7763022,245099
1162,2,3,49,38.5305762,68.7763022,215000
1163,1,2,28,38.50599805,68.75511569,169900
1164,3,1,50,,,201999
1165,3,4,68,38.5305762,68.7763022,559000
1166,3,9,56,38.5615057,68.739065,400000
1167,3,8,102,38.5305762,68.7763022,387000
1168,2,16,78,38.5507163,68.8305472,390000
1169,2,5,70,38.5234594,68.74951586,740000
1170,2,8,50,,,397250
1171,1,3,42,38.5425835,68.81521424,330000
1172,2,7,67,38.5849938,68.7245146,547000
1173,5,3,90,,,590000
1174,2,1,58,38.4881522,68.7153354,445000
1175,3,1,70,38.52225355,68.74991794,615000
1176,1,13,33,38.5615057,68.739065,131700
1177,1,12,49,38.5615057,68.739065,195500
1178,2,4,58,,,480000
1179,1,7,65,,,270000
1180,2,12,56,38.5615057,68.739065,239400
1181,2,3,56,38.5615057,68.739065,287280
1182,2,3,49,38.5615057,68.739065,251370
1183,4,3,130,38.54670385,68.74736905,1596000
1184,3,5,107,,,690000
1185,1,4,44,38.5615057,68.739065,225720
1186,3,8,80,38.5425835,68.81521424,500000
1187,1,5,47,38.5615057,68.739065,241110
1188,1,5,44,38.5615057,68.739065,225720
1189,2,11,56,38.5615057,68.739065,223440
1190,1,12,44,38.5615057,68.739065,175550
1191,1,12,47,38.5615057,68.739065,187500
1192,1,12,48,,,357120
1193,2,2,71,38.5615057,68.739065,364230
1194,4,5,80,38.5853222,68.71890382,459999
1195,1,11,48,38.5615057,68.739065,191520
1196,3,15,88,38.5305762,68.7763022,520000
1197,1,7,44,38.5615057,68.739065,200600
1198,2,11,52,38.5507163,68.8305472,266000
1199,1,11,43,38.5615057,68.739065,171600
1200,2,9,75,38.55014405,68.76102166,326000
1201,1,8,47,38.54692615,68.75433241,197000
1202,1,9,53,38.55014405,68.76102166,235000
1203,1,7,49,38.5615057,68.739065,223450
1204,3,13,76,,,738000
1205,1,11,33,38.5615057,68.739065,131700
1206,1,5,53,38.5077678,68.7681578,250000
1207,2,9,44,38.5615057,68.739065,250000
1208,1,9,33,38.5615057,68.739065,150500
1209,1,3,32,,,445000
1210,3,10,106,38.562076,68.7984058,599000
1211,4,14,140,38.58096865,68.79602633,798000
1212,3,13,94,38.5635832,68.7537962,589000
1213,3,2,60,38.5112209,68.73803769,315000
1214,3,13,63,38.5208346,68.74790775,480000
1215,2,10,85,,,530000
1216,2,12,73,38.5615057,68.739065,330000
1217,2,1,50,,,441480
1218,3,4,80,38.5858337,68.793715,322000
1219,1,10,36,38.5615057,68.739065,164160
1220,1,11,41,38.5615057,68.739065,163600
1221,1,2,47,38.5615057,68.739065,241110
1222,5,8,85,,,600000
1223,1,2,44,38.5615057,68.739065,225700
1224,1,2,36,38.5615057,68.739065,184700
1225,2,11,56,,,499000
1226,1,4,45,38.5615057,68.739065,230800
1227,1,10,63,38.5858337,68.793715,425000
1228,2,6,67,38.5858337,68.793715,670000
1229,4,9,110,38.5858337,68.793715,757000
1230,4,4,145,38.5858337,68.793715,1425000
1231,2,10,66,38.5615057,68.739065,580000
1232,3,10,104,38.58495025,68.76348722,680000
1233,1,7,51,,,350000
1234,3,10,142,38.5858337,68.793715,1595000
1235,3,2,75,38.5858337,68.793715,855000
1236,2,11,62,38.5615057,68.739065,508000
1237,1,4,52,38.5871679,68.7869964,435000
1238,3,4,120,38.5858337,68.793715,1130000
1239,2,5,54,38.5507163,68.8305472,385000
1240,3,17,118,38.5507163,68.8305472,620000
1241,1,4,63,38.5858337,68.793715,470000
1242,3,10,132,38.5858337,68.793715,995000
1243,3,17,118,38.5507163,68.8305472,630000
1244,3,15,120,38.5615057,68.739065,1130000
1245,5,6,186,,,1980000
1246,4,1,80,,,735000
1247,3,5,115,,,970000
1248,2,1,50,38.52225355,68.74991794,475000
1249,6,4,330,38.562076,68.7984058,3000000
1250,4,3,80,38.52171765,68.74869762,525000
1251,5,6,130,38.5425835,68.81521424,1480000
1252,4,7,80,38.5215622,68.74921245,605000
1253,2,2,50,,,465000
1254,2,5,71,,,718000
1255,3,5,126,,,850000
1256,3,10,106,,,661000
1257,5,11,147,38.5736713,68.7948765,1130000
1258,2,4,91,38.5871679,68.7869964,627000
1259,3,5,121,38.5737759,68.8016005,900000
1260,1,2,42,38.5540499,68.78854785,220000
1261,2,9,86,38.5858337,68.793715,910000
1262,2,1,50,,,260000
1263,2,4,47,38.5615057,68.739065,480000
1264,4,8,110,,,878000
1265,2,11,76,38.5507163,68.8305472,640000
1266,4,7,100,38.5215622,68.74921245,622000
1267,3,16,104,,,503000
1268,2,16,78,,,373500
1269,3,16,112,,,537000
1270,3,16,105,,,503000
1271,3,16,112,,,537000
1272,3,2,107,38.5615057,68.739065,670000
1273,1,7,47,38.562076,68.7984058,430000
1274,2,3,50,,,225000
1275,3,1,80,38.5615057,68.739065,470000
1276,3,4,54,,,440000
1277,2,3,44,38.52874565,68.7448214,369000
1278,3,2,63,38.5615057,68.739065,600000
1279,1,1,35,38.5885533,68.7787884,250000
1280,3,4,67,38.52399065,68.74912566,540000
1281,3,11,146,,,1580000
1282,3,13,78,38.5736713,68.7948765,670000
1283,3,7,117,38.5871679,68.7869964,810000
1284,2,6,71,38.5984557,68.7868276,685000
1285,3,9,125,,,1248000
1286,2,11,80,,,452000
1287,2,13,57,,,660000
1288,2,2,48,38.5208346,68.74790775,370000
1289,2,6,80,38.5507163,68.8305472,570000
1290,2,1,56,,,420000
1291,2,1,42,38.55844695,68.74822573,370000
1292,3,2,58,,,350000
1293,1,2,46,38.5112209,68.73803769,315000
1294,3,3,58,38.5305762,68.7763022,250000
1295,3,13,87,,,439000
1296,2,4,47,38.5615057,68.739065,414000
1297,2,2,45,38.5305762,68.7763022,195000
1298,3,8,122,38.58096865,68.79602633,715000
1299,1,8,54,38.5858337,68.793715,314000
1300,2,8,107,38.5871679,68.7869964,609000
1301,1,15,53,38.5208346,68.74790775,255000
1302,3,3,82,38.6134776,68.7843731,735000
